# Time_(hours) Flux Flux_err
3.7688442211055277 0.4931374558739383 0.2
3.819095477386935 0.6716490810812383 0.2
3.869346733668342 0.3257277619695256 0.2
3.919597989949749 0.23221938620717048 0.2
3.969849246231156 0.175176538727975 0.2
4.020100502512563 0.4075273295183933 0.2
4.07035175879397 0.7325336247590947 0.2
4.120603015075377 0.5890488240208692 0.2
4.170854271356784 0.20432796204434017 0.2
4.2211055276381915 0.6105164029883997 0.2
4.2713567839195985 0.48691210682557373 0.2
4.3216080402010055 0.24783446938822046 0.2
4.371859296482413 0.32151007984808533 0.2
4.42211055276382 0.39743548923508787 0.2
4.472361809045227 0.47646779781906645 0.2
4.522613065326634 0.3384214922531991 0.2
4.572864321608041 0.29153420813248365 0.2
4.623115577889448 0.6007415679324632 0.2
4.673366834170855 0.8852860086384502 0.2
4.723618090452262 0.7157389108858195 0.2
4.773869346733669 0.1364275237709689 0.2
4.824120603015076 0.02008838322396239 0.2
4.874371859296483 0.41549349324132573 0.2
4.92462311557789 0.3824588491239131 0.2
4.974874371859297 0.4472570515720831 0.2
5.025125628140704 0.3306739221235194 0.2
5.075376884422111 0.7720165244264574 0.2
5.125628140703518 0.38502755761183227 0.2
5.175879396984925 0.8396328173678977 0.2
5.226130653266332 0.6701633679496396 0.2
5.276381909547739 0.5274335095185091 0.2
5.326633165829146 0.5658327740788729 0.2
5.376884422110553 0.6012053356122736 0.2
5.42713567839196 0.4025691079124751 0.2
5.477386934673367 0.8129569764545514 0.2
5.527638190954774 1.011924912388204 0.2
5.577889447236181 0.8899898366074522 0.2
5.628140703517588 0.7529080507201135 0.2
5.678391959798995 0.873065175269699 0.2
5.728643216080402 1.0014462216329383 0.2
5.778894472361809 1.386406125796305 0.2
5.8291457286432165 0.48715560295026716 0.2
5.8793969849246235 0.7878184986126172 0.2
5.9296482412060305 1.0423443283802711 0.2
5.9798994974874375 1.076488051477799 0.2
6.030150753768845 0.872905268150458 0.2
6.080402010050252 0.9640172475317715 0.2
6.130653266331659 1.0212234863128282 0.2
6.180904522613066 1.0985325102860872 0.2
6.231155778894473 1.3826904167202618 0.2
6.28140703517588 0.8330000387633016 0.2
6.331658291457287 1.0136220340762898 0.2
6.381909547738694 1.1560799165968647 0.2
6.432160804020101 1.3337470802115363 0.2
6.482412060301508 1.1453491796821704 0.2
6.532663316582915 0.9127802327845673 0.2
6.582914572864322 0.9033021728518287 0.2
6.633165829145729 0.920286297874918 0.2
6.683417085427136 1.1017737305252204 0.2
6.733668341708543 1.1656202922515988 0.2
6.78391959798995 0.8933329828686918 0.2
6.834170854271357 1.1426472121037095 0.2
6.884422110552764 0.8469190587251179 0.2
6.934673366834171 1.0677528985043971 0.2
6.984924623115578 1.0722753787424193 0.2
7.035175879396985 1.282660832971472 0.2
7.085427135678392 1.1907327553827691 0.2
7.135678391959799 1.0492601631968228 0.2
7.185929648241206 1.0741257922228125 0.2
7.236180904522613 1.0628752275155 0.2
7.28643216080402 0.9997680156140725 0.2
7.336683417085427 1.0864898264916691 0.2
7.386934673366834 1.2521539101022185 0.2
7.437185929648241 0.8551371958806556 0.2
7.4874371859296485 1.1814517353762353 0.2
7.5376884422110555 1.4518384013235297 0.2
7.5879396984924625 1.024992191818537 0.2
7.63819095477387 1.2038243986052337 0.2
7.688442211055277 1.0932150381648562 0.2
7.738693467336684 0.5587099533768025 0.2
7.788944723618091 1.1361596316167082 0.2
7.839195979899498 0.9206557617452368 0.2
7.889447236180905 1.0538454429513742 0.2
7.939698492462312 0.8533265400535075 0.2
7.989949748743719 0.8262716272673558 0.2
8.040201005025127 0.8897142518525156 0.2
8.090452261306533 1.0805451022642953 0.2
8.14070351758794 1.1828333160032956 0.2
8.190954773869347 1.2686023163904931 0.2
8.241206030150755 0.8980254017505672 0.2
8.291457286432161 1.505855967721641 0.2
8.341708542713569 0.9349562277146077 0.2
8.391959798994975 1.1431482229893055 0.2
8.442211055276383 1.0173644128726298 0.2
8.492462311557789 1.5126270741283414 0.2
8.542713567839197 1.0613944422414099 0.2
8.592964824120603 1.142544699990746 0.2
8.643216080402011 1.1006016856766567 0.2
8.693467336683417 0.5518878389567952 0.2
8.743718592964825 0.942332515906073 0.2
8.793969849246231 1.1498044532189136 0.2
8.84422110552764 0.8654373735238252 0.2
8.894472361809045 0.6772430704615939 0.2
8.944723618090453 0.86137989718314 0.2
8.99497487437186 0.9733507751515045 0.2
9.045226130653267 1.1668347852636982 0.2
9.095477386934673 0.7046836748677896 0.2
9.145728643216081 0.9338472510305063 0.2
9.195979899497488 0.9393546170241226 0.2
9.246231155778895 1.2602926062643975 0.2
9.296482412060302 0.868150160514725 0.2
9.34673366834171 1.0068205852842893 0.2
9.396984924623116 1.060508601640409 0.2
9.447236180904524 0.8618646053732122 0.2
9.49748743718593 0.7681701215321458 0.2
9.547738693467338 0.8450963753729653 0.2
9.597989949748744 1.1156215688256044 0.2
9.648241206030152 0.6457149645203417 0.2
9.698492462311558 1.0496980688946551 0.2
9.748743718592966 0.9276594292634306 0.2
9.798994974874372 1.1287842692741301 0.2
9.84924623115578 1.2033561336605807 0.2
9.899497487437186 1.027120336289872 0.2
9.949748743718594 1.1770129545620212 0.2
10.0 1.0099176237601362 0.2
